Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN18065,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,10,11,Corporate,1,0,4,65.0,1,Not_Canceled
INN07558,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,6,18,Online,0,0,0,141.0,1,Not_Canceled
INN08570,2,0,1,0,Meal Plan 1,0,Room_Type 1,210,2018,10,3,Online,0,0,0,83.85,1,Not_Canceled
INN09662,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,2018,4,21,Online,0,0,0,103.84,1,Not_Canceled
INN15735,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,12,7,Online,0,0,0,113.0,2,Not_Canceled
INN05962,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,11,16,Corporate,1,0,1,65.0,0,Not_Canceled
INN18988,2,0,0,3,Meal Plan 1,0,Room_Type 1,186,2018,11,24,Online,0,0,0,64.56,0,Canceled
INN12374,2,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,4,17,Offline,0,0,0,90.95,0,Not_Canceled
INN07869,2,0,2,4,Meal Plan 1,0,Room_Type 4,123,2018,5,22,Online,0,0,0,114.75,1,Canceled
INN01270,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,8,2,Online,0,0,0,102.7,0,Not_Canceled
INN21798,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled
INN13734,2,0,0,2,Meal Plan 1,0,Room_Type 4,47,2018,3,18,Online,0,0,0,112.5,1,Canceled
INN12698,2,0,2,1,Meal Plan 1,0,Room_Type 4,149,2018,8,20,Online,0,0,0,118.8,0,Canceled
INN32598,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
INN28807,2,0,1,0,Meal Plan 1,0,Room_Type 1,55,2018,9,18,Online,0,0,0,135.9,1,Not_Canceled
INN06999,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
INN11284,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,10,23,Online,0,0,0,96.3,1,Not_Canceled
INN27303,1,0,0,1,Meal Plan 1,0,Room_Type 1,66,2018,9,7,Online,0,0,0,92.7,0,Canceled
INN08670,1,0,0,3,Meal Plan 1,0,Room_Type 1,191,2018,6,23,Offline,0,0,0,95.0,0,Not_Canceled
INN09522,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2018,2,23,Corporate,0,0,0,66.0,0,Not_Canceled
INN18668,3,0,2,5,Meal Plan 1,0,Room_Type 4,127,2018,7,1,Online,0,0,0,127.62,0,Canceled
INN20117,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
INN09046,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,8,31,Online,0,0,0,109.8,1,Not_Canceled
INN23509,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
INN33723,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
INN25328,2,0,4,12,Not Selected,0,Room_Type 1,223,2018,9,2,Online,0,0,0,89.73,1,Canceled
INN22030,2,0,0,3,Meal Plan 1,0,Room_Type 1,98,2018,5,17,Online,0,0,0,126.9,0,Not_Canceled
INN36014,2,0,2,4,Meal Plan 1,0,Room_Type 4,20,2018,12,21,Online,0,0,0,96.9,2,Not_Canceled
INN34787,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,21,Online,0,0,0,120.0,3,Not_Canceled
INN33200,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
INN23005,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,14,Online,0,0,0,88.8,0,Not_Canceled
INN30085,2,0,1,1,Not Selected,0,Room_Type 1,82,2018,5,16,Online,0,0,0,116.1,1,Not_Canceled
INN05128,3,0,2,1,Meal Plan 1,0,Room_Type 1,144,2018,7,23,Online,0,0,0,137.7,0,Canceled
INN09328,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,9,15,Corporate,0,0,0,100.0,1,Not_Canceled
INN26836,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2017,10,22,Online,0,0,0,105.3,2,Not_Canceled
INN29141,2,1,1,1,Not Selected,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,95.9,1,Not_Canceled
INN01546,2,1,1,2,Meal Plan 1,0,Room_Type 6,68,2018,5,13,Online,0,0,0,198.9,0,Canceled
INN00740,2,0,1,2,Meal Plan 1,0,Room_Type 1,128,2018,3,18,Online,0,0,0,67.22,0,Not_Canceled
INN11573,1,0,1,0,Not Selected,0,Room_Type 1,65,2018,11,20,Online,0,0,0,79.2,0,Not_Canceled
INN10876,2,0,0,1,Not Selected,0,Room_Type 1,252,2018,9,16,Online,0,0,0,95.4,2,Canceled
INN01675,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Canceled
INN16122,2,0,1,2,Meal Plan 1,0,Room_Type 1,230,2018,9,2,Online,0,0,0,96.3,1,Not_Canceled
INN02568,1,1,0,3,Meal Plan 1,0,Room_Type 1,178,2018,8,18,Online,0,0,0,124.5,0,Canceled
INN06985,2,0,2,5,Not Selected,0,Room_Type 1,102,2017,7,29,Online,0,0,0,46.66,0,Not_Canceled
INN06796,2,0,1,1,Not Selected,0,Room_Type 1,102,2018,12,5,Online,0,0,0,79.2,0,Canceled
INN32832,2,0,0,3,Not Selected,0,Room_Type 1,45,2018,2,18,Online,0,0,0,70.5,1,Not_Canceled
INN19903,2,0,0,3,Meal Plan 1,0,Room_Type 1,65,2017,10,8,Offline,0,0,0,72.25,0,Not_Canceled
INN29458,2,0,2,5,Meal Plan 1,0,Room_Type 4,96,2018,11,6,Offline,0,0,0,78.2,0,Canceled
INN26931,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
INN04733,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,1,Online,0,0,0,116.1,1,Not_Canceled
INN32567,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,9,3,Online,0,0,0,114.5,0,Not_Canceled
INN00774,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,2,Online,0,0,0,119.0,0,Not_Canceled
INN17250,2,2,0,3,Meal Plan 1,0,Room_Type 6,1,2018,3,23,Online,0,0,0,211.0,0,Canceled
INN08522,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2017,10,26,Offline,0,0,0,76.5,1,Not_Canceled
INN21585,2,1,0,2,Meal Plan 1,0,Room_Type 1,127,2018,12,22,Online,0,0,0,106.2,3,Not_Canceled
INN34539,2,0,0,2,Meal Plan 2,0,Room_Type 1,68,2017,9,29,Online,0,0,0,0.0,0,Not_Canceled
INN17026,2,0,1,3,Meal Plan 1,0,Room_Type 1,54,2018,3,17,Online,0,0,0,89.46,1,Canceled
INN00019,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Online,0,0,0,65.0,0,Canceled
INN02245,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95.0,0,Canceled
INN27474,2,0,1,2,Not Selected,0,Room_Type 1,83,2018,6,27,Online,0,0,0,74.1,0,Not_Canceled
INN03204,2,0,1,3,Meal Plan 1,0,Room_Type 4,68,2018,9,8,Online,0,0,0,149.4,1,Not_Canceled
INN07289,2,1,0,1,Meal Plan 1,0,Room_Type 1,36,2018,9,1,Online,0,0,0,126.0,1,Canceled
INN28886,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0,Not_Canceled
INN05205,2,0,0,4,Not Selected,0,Room_Type 1,23,2018,8,31,Online,0,0,0,110.0,2,Not_Canceled
INN25442,3,0,1,2,Meal Plan 1,0,Room_Type 4,89,2018,7,25,Online,0,0,0,137.7,0,Canceled
INN13709,2,0,0,1,Meal Plan 1,0,Room_Type 1,42,2017,9,30,Online,0,0,0,86.4,1,Not_Canceled
INN27562,1,0,2,3,Not Selected,0,Room_Type 1,6,2018,11,24,Online,0,0,0,68.67,0,Not_Canceled
INN20996,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN36173,1,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,9,27,Online,0,0,0,205.0,1,Not_Canceled
INN06924,2,0,1,2,Meal Plan 1,0,Room_Type 5,15,2018,2,5,Corporate,0,0,0,97.0,0,Not_Canceled
INN20225,2,1,1,3,Meal Plan 1,0,Room_Type 1,83,2018,8,1,Online,0,0,0,135.9,1,Not_Canceled
INN34209,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled
INN11999,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85.0,1,Not_Canceled
INN11198,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,65.0,0,Not_Canceled
INN34342,3,0,0,3,Meal Plan 1,0,Room_Type 1,25,2018,10,19,Online,0,0,0,159.0,0,Canceled
INN13969,2,0,2,2,Meal Plan 1,0,Room_Type 1,88,2018,10,29,Online,0,0,0,90.68,1,Not_Canceled
INN01937,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,81.0,0,Not_Canceled
INN12922,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,12,30,Offline,0,0,0,141.67,1,Not_Canceled
INN06666,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
INN03241,2,1,0,2,Meal Plan 1,0,Room_Type 1,2,2018,3,23,Online,0,0,0,117.65,1,Not_Canceled
INN16930,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2017,10,9,Online,0,0,0,94.5,1,Not_Canceled
INN03310,2,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,5,29,Online,0,0,0,120.35,1,Not_Canceled
INN10359,2,0,0,1,Not Selected,0,Room_Type 1,45,2018,3,8,Online,0,0,0,67.5,0,Canceled
INN00364,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,11,16,Online,0,0,0,130.0,1,Not_Canceled
INN20108,2,0,0,5,Not Selected,0,Room_Type 1,6,2018,3,22,Online,0,0,0,88.92,0,Not_Canceled
INN11018,1,0,1,0,Meal Plan 1,1,Room_Type 1,4,2018,10,3,Corporate,1,0,1,67.0,1,Not_Canceled
INN24055,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,10,5,Offline,0,0,0,129.0,1,Not_Canceled
INN11790,3,0,0,2,Not Selected,0,Room_Type 1,72,2018,9,14,Corporate,0,0,0,115.0,1,Canceled
INN04727,1,0,2,0,Meal Plan 2,0,Room_Type 1,0,2017,10,25,Offline,0,0,0,83.5,0,Not_Canceled
INN08739,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,24,Online,0,0,0,89.0,0,Canceled
INN19325,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,2018,11,14,Corporate,0,0,0,95.0,2,Not_Canceled
INN16856,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled
INN01642,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2018,6,9,Online,0,0,0,126.9,1,Not_Canceled
INN35177,1,0,0,1,Meal Plan 1,0,Room_Type 5,2,2018,6,2,Corporate,0,0,0,109.0,0,Not_Canceled
INN20902,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,110.0,0,Not_Canceled
INN27915,2,0,1,4,Meal Plan 1,0,Room_Type 2,137,2018,11,28,Online,0,0,0,85.16,1,Canceled
INN30059,2,0,0,1,Not Selected,1,Room_Type 1,40,2018,7,23,Online,0,0,0,134.1,1,Not_Canceled
INN01173,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2017,10,18,Corporate,0,0,0,123.0,0,Not_Canceled
INN04501,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Online,0,0,0,105.0,0,Canceled
INN13466,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
INN22470,3,0,4,5,Meal Plan 1,0,Room_Type 4,42,2018,8,21,Online,0,0,0,162.5,2,Not_Canceled
INN25987,2,0,1,0,Not Selected,0,Room_Type 4,4,2018,10,24,Online,0,0,0,110.71,0,Not_Canceled
INN34966,1,0,5,10,Meal Plan 1,0,Room_Type 4,3,2018,5,9,Aviation,0,0,0,110.0,0,Canceled
INN31318,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,1,18,Offline,0,0,0,64.5,0,Not_Canceled
INN03365,2,0,2,2,Not Selected,0,Room_Type 1,42,2018,12,9,Online,0,0,0,74.8,1,Not_Canceled
INN35037,2,0,1,2,Meal Plan 1,0,Room_Type 4,55,2018,9,2,Online,0,0,0,123.3,1,Not_Canceled
INN29828,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,28,Offline,0,0,0,45.0,2,Not_Canceled
INN12666,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,9,5,Online,0,0,0,75.54,1,Not_Canceled
INN01411,2,0,1,5,Meal Plan 1,0,Room_Type 4,126,2018,5,9,Online,0,0,0,111.35,1,Not_Canceled
INN12480,2,1,0,5,Meal Plan 2,0,Room_Type 4,59,2018,12,13,Online,0,0,0,129.2,2,Not_Canceled
INN32021,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,66.88,0,Not_Canceled
INN06667,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
INN11333,2,0,0,4,Not Selected,0,Room_Type 1,38,2018,12,27,Online,0,0,0,95.2,0,Not_Canceled
INN25019,2,0,0,5,Meal Plan 1,0,Room_Type 1,67,2018,3,29,Online,0,0,0,82.45,1,Not_Canceled
INN27271,2,0,2,2,Not Selected,0,Room_Type 1,164,2018,9,4,Online,0,0,0,116.1,0,Canceled
INN17200,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled
INN22885,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
INN14901,2,0,0,1,Meal Plan 1,0,Room_Type 1,42,2018,2,20,Online,0,0,0,80.3,0,Not_Canceled
INN23707,2,0,2,3,Not Selected,0,Room_Type 1,61,2018,7,23,Online,0,0,0,94.5,1,Not_Canceled
INN02132,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,24,Corporate,1,1,3,65.0,1,Not_Canceled
INN01798,1,0,2,3,Meal Plan 1,0,Room_Type 1,31,2018,5,15,Corporate,0,0,0,95.0,1,Not_Canceled
INN15379,2,0,0,3,Meal Plan 1,0,Room_Type 4,57,2017,11,17,Offline,0,0,0,60.0,0,Not_Canceled
INN07728,3,0,2,5,Meal Plan 1,0,Room_Type 1,1,2018,12,27,Offline,0,0,0,86.43,0,Not_Canceled
INN04576,2,0,0,2,Meal Plan 1,0,Room_Type 4,12,2018,12,30,Online,0,0,0,148.0,0,Not_Canceled
INN05191,2,1,1,2,Meal Plan 2,1,Room_Type 1,43,2018,8,15,Online,0,0,0,203.85,1,Not_Canceled
INN08168,2,0,2,2,Meal Plan 1,0,Room_Type 1,159,2018,5,13,Online,0,0,0,114.75,1,Canceled
INN19507,2,0,1,4,Meal Plan 1,0,Room_Type 7,190,2018,6,22,Offline,0,0,0,110.0,0,Canceled
INN15733,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN21750,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,3,19,Offline,0,0,0,41.43,2,Not_Canceled
INN12411,1,0,0,3,Meal Plan 1,0,Room_Type 1,221,2018,9,29,Online,0,0,0,115.5,2,Canceled
INN20660,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,11,25,Online,0,0,0,90.0,1,Not_Canceled
INN00524,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN03090,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,11,19,Online,0,0,0,107.67,2,Not_Canceled
INN35000,2,0,0,2,Meal Plan 1,0,Room_Type 4,207,2018,8,5,Online,0,0,0,105.3,1,Canceled
INN11620,2,0,2,1,Meal Plan 1,0,Room_Type 1,224,2018,10,29,Online,0,0,0,96.3,1,Canceled
INN21696,1,0,1,4,Meal Plan 1,0,Room_Type 1,21,2018,12,19,Online,0,0,0,67.32,0,Not_Canceled
INN01997,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,2018,9,16,Online,0,0,0,100.0,0,Canceled
INN21638,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,2018,7,14,Corporate,0,0,0,67.0,0,Not_Canceled
INN24814,1,0,1,1,Meal Plan 1,0,Room_Type 1,59,2018,7,23,Online,0,0,0,99.9,1,Not_Canceled
INN17917,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90.0,0,Not_Canceled
INN11820,3,0,0,4,Meal Plan 1,0,Room_Type 4,105,2018,8,24,Online,0,0,0,150.3,0,Canceled
INN19106,2,0,0,2,Meal Plan 1,0,Room_Type 1,158,2018,11,25,Online,0,0,0,90.0,1,Canceled
INN11603,1,0,2,1,Meal Plan 1,0,Room_Type 1,23,2018,10,15,Aviation,0,0,0,95.0,0,Canceled
INN02832,1,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,98.0,0,Not_Canceled
INN08270,2,0,2,3,Meal Plan 1,0,Room_Type 4,294,2018,10,23,Online,0,0,0,76.58,1,Not_Canceled
INN26112,2,0,3,6,Not Selected,0,Room_Type 1,164,2018,9,19,Online,0,0,0,116.1,0,Canceled
INN07490,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,12,31,Online,0,0,0,127.0,2,Not_Canceled
INN28456,2,1,2,2,Meal Plan 1,0,Room_Type 1,12,2018,2,20,Offline,0,0,0,100.0,1,Not_Canceled
INN32310,2,0,0,3,Not Selected,0,Room_Type 1,70,2018,4,6,Online,0,0,0,85.5,1,Not_Canceled
INN32762,1,0,0,0,Not Selected,0,Room_Type 1,32,2018,11,15,Online,0,0,0,0.0,1,Not_Canceled
INN33920,1,0,0,1,Meal Plan 1,0,Room_Type 1,122,2018,11,25,Corporate,0,0,0,67.0,0,Not_Canceled
INN30121,1,0,1,3,Meal Plan 1,0,Room_Type 4,79,2018,4,28,Online,0,0,0,125.38,0,Not_Canceled
INN01300,2,0,1,4,Meal Plan 1,0,Room_Type 4,64,2018,11,9,Online,0,0,0,138.24,0,Not_Canceled
INN06274,2,0,2,2,Meal Plan 1,0,Room_Type 4,242,2018,9,10,Online,0,0,0,108.8,0,Canceled
INN05500,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Online,0,0,0,61.0,0,Canceled
INN06448,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,10,30,Offline,0,0,0,95.0,0,Not_Canceled
INN15614,2,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,8,6,Online,0,0,0,133.2,0,Not_Canceled
INN15127,2,0,0,3,Meal Plan 1,0,Room_Type 1,78,2018,4,14,Online,0,0,0,96.3,1,Not_Canceled
INN19661,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,2,1,Offline,0,0,0,66.0,0,Not_Canceled
INN25679,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
INN34367,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,5,28,Online,0,0,0,161.0,1,Not_Canceled
INN17865,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
INN27370,2,0,0,2,Meal Plan 1,1,Room_Type 4,7,2018,1,29,Complementary,0,0,0,0.0,1,Not_Canceled
INN17986,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68.0,0,Not_Canceled
INN10152,2,1,1,0,Meal Plan 2,0,Room_Type 1,87,2018,8,15,Online,0,0,0,176.85,0,Canceled
INN21476,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,6,16,Online,0,0,0,132.6,0,Canceled
INN07068,3,0,1,2,Meal Plan 1,0,Room_Type 1,16,2018,2,19,Offline,0,0,0,118.0,1,Not_Canceled
INN26906,1,0,1,1,Meal Plan 1,0,Room_Type 1,24,2017,9,19,Online,0,0,0,87.78,2,Not_Canceled
INN27372,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,2018,10,12,Corporate,1,0,7,98.0,1,Not_Canceled
INN10850,1,0,0,3,Not Selected,0,Room_Type 1,0,2018,3,22,Online,0,0,0,111.33,1,Not_Canceled
INN31446,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,6,28,Online,0,0,0,107.1,0,Canceled
INN31145,1,0,2,4,Meal Plan 1,0,Room_Type 1,89,2018,9,4,Offline,0,0,0,85.0,0,Not_Canceled
INN20046,2,0,2,2,Meal Plan 1,0,Room_Type 2,159,2018,6,12,Online,0,0,0,103.21,0,Canceled
INN15117,3,0,1,3,Meal Plan 1,0,Room_Type 4,64,2018,9,19,Online,0,0,0,168.3,2,Not_Canceled
INN33777,2,0,0,4,Meal Plan 1,0,Room_Type 4,33,2018,2,17,Offline,0,0,0,72.38,0,Not_Canceled
INN08748,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105.0,0,Canceled
INN21210,2,0,1,1,Meal Plan 1,0,Room_Type 4,9,2018,12,31,Online,0,0,0,148.0,0,Not_Canceled
INN25740,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2018,11,11,Offline,0,0,0,75.0,0,Not_Canceled
INN05681,2,0,0,4,Meal Plan 1,0,Room_Type 1,28,2017,11,11,Offline,0,0,0,85.6,0,Not_Canceled
INN11550,2,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,9,26,Offline,0,0,0,116.0,0,Not_Canceled
INN29292,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,11,25,Online,0,0,0,104.0,0,Canceled
INN16782,2,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,104.0,0,Not_Canceled
INN01538,2,0,1,3,Meal Plan 1,0,Room_Type 1,63,2018,5,16,Online,0,0,0,92.28,1,Not_Canceled
INN18891,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
INN36206,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0,Not_Canceled
INN30818,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,2018,10,6,Corporate,1,0,1,67.0,0,Not_Canceled
INN32471,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,12,5,Corporate,1,0,2,79.0,2,Not_Canceled
INN05556,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,140.0,1,Not_Canceled
INN03011,2,0,2,4,Meal Plan 1,0,Room_Type 4,228,2018,10,5,Online,0,0,0,115.6,2,Canceled
INN22079,1,0,0,1,Meal Plan 1,1,Room_Type 1,30,2018,9,15,Online,0,0,0,139.5,2,Not_Canceled
INN17108,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN16685,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,72.9,0,Canceled
INN34772,2,0,2,3,Meal Plan 2,0,Room_Type 1,206,2018,9,23,Online,0,0,0,132.77,0,Canceled
INN21018,2,0,0,2,Meal Plan 1,0,Room_Type 2,121,2018,6,30,Online,0,0,0,88.77,1,Not_Canceled
INN07329,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120.0,0,Canceled
INN12487,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
INN31463,2,0,0,5,Meal Plan 1,1,Room_Type 1,33,2018,10,25,Online,0,0,0,138.0,2,Not_Canceled
INN04186,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,7,24,Offline,0,0,0,72.25,0,Not_Canceled
INN35370,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
INN15147,2,0,0,4,Meal Plan 1,0,Room_Type 1,122,2018,5,3,Online,0,0,0,99.45,0,Canceled
INN09550,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled
INN11497,2,0,0,3,Meal Plan 1,0,Room_Type 1,69,2018,8,16,Online,0,0,0,135.9,2,Not_Canceled
INN27719,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,10,11,Offline,0,0,0,100.8,0,Not_Canceled
INN13648,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,90.0,0,Not_Canceled
INN04244,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,1,Online,0,0,0,90.0,1,Not_Canceled
INN33740,2,0,0,2,Meal Plan 1,0,Room_Type 4,13,2018,2,17,Complementary,0,0,0,0.0,2,Not_Canceled
INN11398,2,1,1,0,Meal Plan 1,0,Room_Type 1,6,2018,8,7,Online,0,0,0,171.0,2,Not_Canceled
INN13148,2,0,1,3,Meal Plan 1,0,Room_Type 1,103,2018,7,18,Offline,0,0,0,72.25,0,Canceled
INN04583,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115.0,0,Canceled
INN03229,2,0,1,2,Not Selected,0,Room_Type 1,185,2018,12,16,Online,0,0,0,79.2,0,Canceled
INN07368,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,11,13,Corporate,0,0,0,65.0,0,Not_Canceled
INN10682,2,0,2,1,Meal Plan 1,0,Room_Type 1,28,2017,9,12,Online,0,0,0,117.0,1,Canceled
INN00144,2,0,2,2,Meal Plan 1,0,Room_Type 1,266,2018,10,30,Online,0,0,0,86.7,2,Not_Canceled
INN18896,1,0,1,0,Not Selected,0,Room_Type 5,1,2018,9,26,Online,0,0,0,195.0,0,Not_Canceled
INN23818,2,1,2,3,Meal Plan 1,0,Room_Type 1,179,2018,10,28,Online,0,0,0,107.1,2,Canceled
INN30556,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,11,18,Offline,0,0,0,75.0,0,Not_Canceled
INN34563,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,1,22,Offline,0,0,0,60.0,0,Not_Canceled
INN09345,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN14142,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
